abcd,nda,instrument
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_caudate.rh,sstcrgovsfixbtcaudate,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_amygdala.rh,sstcrgovsfixbtay,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_accumbens.area.rh,sstcrgovsfixbtaa,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_ventraldc.lh,sstcrgovsfixbleftvldc,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_thalamus.proper.lh,sstcrgovsfixblefttpr,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_putamen.lh,sstcrgovsfixbleftputamen,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_pallidum.lh,sstcrgovsfixbleftpallidum,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_lateral.ventricle.lh,sstcrgovsfixbleftltvnt,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_inf.lat.vent.lh,sstcrgovsfixbleftinflatvent,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_hippocampus.lh,sstcrgovsfixblefthmp,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_cerebral.white.matter.lh,sstcrgovsfixbleftclwm,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_cerebellum.white.matter.lh,sstcrgovsfixbleftcbmwm,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_cerebellum.cortex.lh,sstcrgovsfixbleftcbmcx,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_caudate.lh,sstcrgovsfixbleftcaudate,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_amygdala.lh,sstcrgovsfixbleftay,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_accumbens.area.lh,sstcrgovsfixbleftaa,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_transversetemporal.rh,sstcrgovsfixbctxrhtvstp,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_temporalpole.rh,sstcrgovsfixbctxrhtppole,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_superiortemporal.rh,sstcrgovsfixbctxrhsutp,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_superiorparietal.rh,sstcrgovsfixbctxrhsupar,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_superiorfrontal.rh,sstcrgovsfixbctxrhsufr,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_supramarginal.rh,sstcrgovsfixbctxrhsmg,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_rostralmiddlefrontal.rh,sstcrgovsfixbctxrhrostralmdfr,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_rostralanteriorcingulate.rh,sstcrgovsfixbctxrhrlg,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_entorhinal.rh,sstcrgovsfixbctxrhrh,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_posteriorcingulate.rh,sstcrgovsfixbctxrhpstcg,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_parsorbitalis.rh,sstcrgovsfixbctxrhpsb,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_precentral.rh,sstcrgovsfixbctxrhprect,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_postcentral.rh,sstcrgovsfixbctxrhpostct,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_precuneus.rh,sstcrgovsfixbctxrhpcn,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_pericalcarine.rh,sstcrgovsfixbctxrhpcar,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_parsopercularis.rh,sstcrgovsfixbctxrhparsops,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_parstriangularis.rh,sstcrgovsfixbctxrhparsgs,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_parahippocampal.rh,sstcrgovsfixbctxrhparahip,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_paracentral.rh,sstcrgovsfixbctxrhparact,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_medialorbitofrontal.rh,sstcrgovsfixbctxrhmlobofr,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_middletemporal.rh,sstcrgovsfixbctxrhmdtp,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_isthmuscingulate.rh,sstcrgovsfixbctxrhm,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_lateraloccipital.rh,sstcrgovsfixbctxrhltoc,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_lateralorbitofrontal.rh,sstcrgovsfixbctxrhltobofr,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_lingual.rh,sstcrgovsfixbctxrhlingual,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_inferiortemporal.rh,sstcrgovsfixbctxrhiftp,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_inferiorparietal.rh,sstcrgovsfixbctxrhifpar,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_frontalpole.rh,sstcrgovsfixbctxrhfrpole,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_fusiform.rh,sstcrgovsfixbctxrhff,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_cuneus.rh,sstcrgovsfixbctxrhcuneus,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_caudalmiddlefrontal.rh,sstcrgovsfixbctxrhcdmdfr,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_caudalanteriorcingulate.rh,sstcrgovsfixbctxrhcdantcg,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_bankssts.rh,sstcrgovsfixbctxrhbankssts,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_transversetemporal.lh,sstcrgovsfixbctxlhtvstp,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_temporalpole.lh,sstcrgovsfixbctxlhtppole,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_rostralmiddlefrontal.lh,sstcrgovsfixbctxlhtmd,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_superiortemporal.lh,sstcrgovsfixbctxlhsutp,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_superiorparietal.lh,sstcrgovsfixbctxlhsupar,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_superiorfrontal.lh,sstcrgovsfixbctxlhsufr,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_supramarginal.lh,sstcrgovsfixbctxlhsmg,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_rostralanteriorcingulate.lh,sstcrgovsfixbctxlhrlg,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_posteriorcingulate.lh,sstcrgovsfixbctxlhpstcg,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_parsorbitalis.lh,sstcrgovsfixbctxlhpsb,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_precentral.lh,sstcrgovsfixbctxlhprect,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_postcentral.lh,sstcrgovsfixbctxlhpostct,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_precuneus.lh,sstcrgovsfixbctxlhpcn,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_pericalcarine.lh,sstcrgovsfixbctxlhpcar,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_parsopercularis.lh,sstcrgovsfixbctxlhparsops,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_parstriangularis.lh,sstcrgovsfixbctxlhparsgs,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_parahippocampal.lh,sstcrgovsfixbctxlhparahip,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_paracentral.lh,sstcrgovsfixbctxlhparact,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_medialorbitofrontal.lh,sstcrgovsfixbctxlhmlobofr,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_middletemporal.lh,sstcrgovsfixbctxlhmdtp,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_lateraloccipital.lh,sstcrgovsfixbctxlhltoc,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_lateralorbitofrontal.lh,sstcrgovsfixbctxlhltobofr,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_lingual.lh,sstcrgovsfixbctxlhlingual,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_isthmuscingulate.lh,sstcrgovsfixbctxlhisthmuscg,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_inferiortemporal.lh,sstcrgovsfixbctxlhiftp,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_inferiorparietal.lh,sstcrgovsfixbctxlhifpar,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_frontalpole.lh,sstcrgovsfixbctxlhfrpole,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_fusiform.lh,sstcrgovsfixbctxlhff,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_entorhinal.lh,sstcrgovsfixbctxlhentorhinal,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_cuneus.lh,sstcrgovsfixbctxlhcuneus,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_caudalmiddlefrontal.lh,sstcrgovsfixbctxlhcdmdfr,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_caudalanteriorcingulate.lh,sstcrgovsfixbctxlhcdantcg,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_cort.desikan_bankssts.lh,sstcrgovsfixbctxlhbankssts,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_csf,sstcrgovsfixbcsf,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_brain.stem,sstcrgovsfixbbrainstem,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_4th.ventricle,sstcrgovsfixb4thvnt,sstroi01
tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_3rd.ventricle,sstcrgovsfixb3rdvnt,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_ventraldc.rh,sstanyspvscrgobtvldc,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_thalamus.proper.rh,sstanyspvscrgobttpr,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_putamen.rh,sstanyspvscrgobtputamen,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_pallidum.rh,sstanyspvscrgobtpallidum,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_lateral.ventricle.rh,sstanyspvscrgobtltvnt,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_inf.lat.vent.rh,sstanyspvscrgobtinflatvent,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_hippocampus.rh,sstanyspvscrgobthmp,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_cerebral.white.matter.rh,sstanyspvscrgobtclwm,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_cerebellum.white.matter.rh,sstanyspvscrgobtcbmwm,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_cerebellum.cortex.rh,sstanyspvscrgobtcbmcx,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_caudate.rh,sstanyspvscrgobtcaudate,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_amygdala.rh,sstanyspvscrgobtay,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_accumbens.area.rh,sstanyspvscrgobtaa,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_ventraldc.lh,sstanyspvscrgobleftvldc,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_thalamus.proper.lh,sstanyspvscrgoblefttpr,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_putamen.lh,sstanyspvscrgobleftputamen,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_pallidum.lh,sstanyspvscrgobleftpallidum,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_lateral.ventricle.lh,sstanyspvscrgobleftltvnt,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_inf.lat.vent.lh,sstanyspvscrgobleftinflatvent,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_hippocampus.lh,sstanyspvscrgoblefthmp,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_cerebral.white.matter.lh,sstanyspvscrgobleftclwm,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_cerebellum.white.matter.lh,sstanyspvscrgobleftcbmwm,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_cerebellum.cortex.lh,sstanyspvscrgobleftcbmcx,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_caudate.lh,sstanyspvscrgobleftcaudate,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_amygdala.lh,sstanyspvscrgobleftay,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_accumbens.area.lh,sstanyspvscrgobleftaa,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_rostralmiddlefrontal.rh,sstanyspvscrgobctxrostralmdfr,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_transversetemporal.rh,sstanyspvscrgobctxrhtvstp,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_temporalpole.rh,sstanyspvscrgobctxrhtppole,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_superiortemporal.rh,sstanyspvscrgobctxrhsutp,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_superiorparietal.rh,sstanyspvscrgobctxrhsupar,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_superiorfrontal.rh,sstanyspvscrgobctxrhsufr,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_supramarginal.rh,sstanyspvscrgobctxrhsmg,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_rostralanteriorcingulate.rh,sstanyspvscrgobctxrhrlg,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_entorhinal.rh,sstanyspvscrgobctxrhrh,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_posteriorcingulate.rh,sstanyspvscrgobctxrhpstcg,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_parsorbitalis.rh,sstanyspvscrgobctxrhpsb,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_precentral.rh,sstanyspvscrgobctxrhprect,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_postcentral.rh,sstanyspvscrgobctxrhpostct,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_precuneus.rh,sstanyspvscrgobctxrhpcn,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_pericalcarine.rh,sstanyspvscrgobctxrhpcar,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_parsopercularis.rh,sstanyspvscrgobctxrhparsops,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_parstriangularis.rh,sstanyspvscrgobctxrhparsgs,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_parahippocampal.rh,sstanyspvscrgobctxrhparahip,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_paracentral.rh,sstanyspvscrgobctxrhparact,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_medialorbitofrontal.rh,sstanyspvscrgobctxrhmlobofr,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_middletemporal.rh,sstanyspvscrgobctxrhmdtp,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_isthmuscingulate.rh,sstanyspvscrgobctxrhm,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_lateraloccipital.rh,sstanyspvscrgobctxrhltoc,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_lateralorbitofrontal.rh,sstanyspvscrgobctxrhltobofr,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_lingual.rh,sstanyspvscrgobctxrhlingual,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_inferiortemporal.rh,sstanyspvscrgobctxrhiftp,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_inferiorparietal.rh,sstanyspvscrgobctxrhifpar,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_frontalpole.rh,sstanyspvscrgobctxrhfrpole,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_fusiform.rh,sstanyspvscrgobctxrhff,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_cuneus.rh,sstanyspvscrgobctxrhcuneus,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_caudalmiddlefrontal.rh,sstanyspvscrgobctxrhcdmdfr,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_caudalanteriorcingulate.rh,sstanyspvscrgobctxrhcdantcg,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_bankssts.rh,sstanyspvscrgobctxrhbankssts,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_transversetemporal.lh,sstanyspvscrgobctxlhtvstp,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_temporalpole.lh,sstanyspvscrgobctxlhtppole,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_rostralmiddlefrontal.lh,sstanyspvscrgobctxlhtmd,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_superiortemporal.lh,sstanyspvscrgobctxlhsutp,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_superiorparietal.lh,sstanyspvscrgobctxlhsupar,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_superiorfrontal.lh,sstanyspvscrgobctxlhsufr,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_supramarginal.lh,sstanyspvscrgobctxlhsmg,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_rostralanteriorcingulate.lh,sstanyspvscrgobctxlhrlg,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_posteriorcingulate.lh,sstanyspvscrgobctxlhpstcg,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_parsorbitalis.lh,sstanyspvscrgobctxlhpsb,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_precentral.lh,sstanyspvscrgobctxlhprect,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_postcentral.lh,sstanyspvscrgobctxlhpostct,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_precuneus.lh,sstanyspvscrgobctxlhpcn,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_pericalcarine.lh,sstanyspvscrgobctxlhpcar,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_parsopercularis.lh,sstanyspvscrgobctxlhparsops,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_parstriangularis.lh,sstanyspvscrgobctxlhparsgs,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_parahippocampal.lh,sstanyspvscrgobctxlhparahip,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_paracentral.lh,sstanyspvscrgobctxlhparact,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_medialorbitofrontal.lh,sstanyspvscrgobctxlhmlobofr,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_middletemporal.lh,sstanyspvscrgobctxlhmdtp,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_lateraloccipital.lh,sstanyspvscrgobctxlhltoc,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_lateralorbitofrontal.lh,sstanyspvscrgobctxlhltobofr,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_lingual.lh,sstanyspvscrgobctxlhlingual,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_inferiortemporal.lh,sstanyspvscrgobctxlhiftp,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_inferiorparietal.lh,sstanyspvscrgobctxlhifpar,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_frontalpole.lh,sstanyspvscrgobctxlhfrpole,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_fusiform.lh,sstanyspvscrgobctxlhff,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_entorhinal.lh,sstanyspvscrgobctxlhentorhinal,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_cuneus.lh,sstanyspvscrgobctxlhcuneus,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_caudalmiddlefrontal.lh,sstanyspvscrgobctxlhcdmdfr,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_caudalanteriorcingulate.lh,sstanyspvscrgobctxlhcdantcg,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_bankssts.lh,sstanyspvscrgobctxlhbankssts,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_cort.desikan_isthmuscingulate.lh,sstanyspvscrgobcthisthmuscg,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_csf,sstanyspvscrgobcsf,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_brain.stem,sstanyspvscrgobbrainstem,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_4th.ventricle,sstanyspvscrgob4thvnt,sstroi01
tfmri_sst_all_any.stop.vs.correct.go_beta_subcort.aseg_3rd.ventricle,sstanyspvscrgob3rdvnt,sstroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_ventraldc.rh,nbackpfvsnfbrightventraldc,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_thalamus.proper.rh,nbackpfvsnfbrightthalamusp,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_putamen.rh,nbackpfvsnfbrightputamen,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_pallidum.rh,nbackpfvsnfbrightpallidum,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_lateral.ventricle.rh,nbackpfvsnfbrightlateralvl,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_inf.lat.vent.rh,nbackpfvsnfbrightinflatvent,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_hippocampus.rh,nbackpfvsnfbrighthpl,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_cerebellum.white.matter.rh,nbackpfvsnfbrightcmwm,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_cerebellum.cortex.rh,nbackpfvsnfbrightcmcortex,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_cerebral.white.matter.rh,nbackpfvsnfbrightcbwm,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_caudate.rh,nbackpfvsnfbrightcaudate,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_amygdala.rh,nbackpfvsnfbrightamygdala,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_accumbens.area.rh,nbackpfvsnfbrightaa,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_ventraldc.lh,nbackpfvsnfbleftventraldc,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_thalamus.proper.lh,nbackpfvsnfbleftthalamusp,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_putamen.lh,nbackpfvsnfbleftputamen,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_pallidum.lh,nbackpfvsnfbleftpallidum,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_lateral.ventricle.lh,nbackpfvsnfbleftlateralvl,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_inf.lat.vent.lh,nbackpfvsnfbleftinflatvent,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_hippocampus.lh,nbackpfvsnfblefthpl,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_cerebellum.white.matter.lh,nbackpfvsnfbleftcmwm,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_cerebellum.cortex.lh,nbackpfvsnfbleftcmcortex,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_cerebral.white.matter.lh,nbackpfvsnfbleftcbwm,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_caudate.lh,nbackpfvsnfbleftcaudate,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_amygdala.lh,nbackpfvsnfbleftamygdala,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_subcort.aseg_accumbens.area.lh,nbackpfvsnfbleftaa,nback_bwroi01
tfmri_nback_all_posface.vs.neutface_beta_cort.desikan_transversetemporal.rh,nbackpfvsnfbctxrhtransvsetm,nback_bwroi01
