abcd,nda,instrument
tfmri_nback_all_emotion.vs.neutface_beta_subcort.aseg_3rd.ventricle,nbackemnvsnfb3rdvl,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_ventraldc.rh,nbackemnbrightventraldc,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_thalamus.proper.rh,nbackemnbrightthalamusp,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_putamen.rh,nbackemnbrightputamen,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_pallidum.rh,nbackemnbrightpallidum,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_lateral.ventricle.rh,nbackemnbrightlateralvl,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_inf.lat.vent.rh,nbackemnbrightinflatvent,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_hippocampus.rh,nbackemnbrighthpl,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_cerebellum.white.matter.rh,nbackemnbrightcmwm,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_cerebellum.cortex.rh,nbackemnbrightcmcortex,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_cerebral.white.matter.rh,nbackemnbrightcbwm,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_caudate.rh,nbackemnbrightcaudate,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_amygdala.rh,nbackemnbrightamygdala,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_accumbens.area.rh,nbackemnbrightaa,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_ventraldc.lh,nbackemnbleftventraldc,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_thalamus.proper.lh,nbackemnbleftthalamusp,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_putamen.lh,nbackemnbleftputamen,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_pallidum.lh,nbackemnbleftpallidum,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_lateral.ventricle.lh,nbackemnbleftlateralvl,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_inf.lat.vent.lh,nbackemnbleftinflatvent,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_hippocampus.lh,nbackemnblefthpl,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_cerebellum.white.matter.lh,nbackemnbleftcmwm,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_cerebellum.cortex.lh,nbackemnbleftcmcortex,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_cerebral.white.matter.lh,nbackemnbleftcbwm,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_caudate.lh,nbackemnbleftcaudate,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_amygdala.lh,nbackemnbleftamygdala,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_accumbens.area.lh,nbackemnbleftaa,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_transversetemporal.rh,nbackemnbctxrhtransversetm,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_temporalpole.rh,nbackemnbctxrhtmpole,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_supramarginal.rh,nbackemnbctxrhsupramarginal,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_superiortemporal.rh,nbackemnbctxrhsuperiortm,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_superiorparietal.rh,nbackemnbctxrhsuperiorpl,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_superiorfrontal.rh,nbackemnbctxrhsuperiorft,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_rostralmiddlefrontal.rh,nbackemnbctxrhrostralmft,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_rostralanteriorcingulate.rh,nbackemnbctxrhrostralatcgt,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_precuneus.rh,nbackemnbctxrhprecuneus,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_precentral.rh,nbackemnbctxrhprecentral,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_posteriorcingulate.rh,nbackemnbctxrhposteriorcgt,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_postcentral.rh,nbackemnbctxrhpostcentral,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_pericalcarine.rh,nbackemnbctxrhpericc,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_parstriangularis.rh,nbackemnbctxrhparstlis,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_parsorbitalis.rh,nbackemnbctxrhparsoralis,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_parsopercularis.rh,nbackemnbctxrhparsops,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_parahippocampal.rh,nbackemnbctxrhparahpl,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_paracentral.rh,nbackemnbctxrhparacentral,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_middletemporal.rh,nbackemnbctxrhmtm,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_medialorbitofrontal.rh,nbackemnbctxrhmedialf,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_lingual.rh,nbackemnbctxrhlingual,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_lateraloccipital.rh,nbackemnbctxrhlateralocl,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_lateralorbitofrontal.rh,nbackemnbctxrhlateralf,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_isthmuscingulate.rh,nbackemnbctxrhisthmuscgt,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_inferiortemporal.rh,nbackemnbctxrhinferiortm,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_inferiorparietal.rh,nbackemnbctxrhinferiorpl,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_fusiform.rh,nbackemnbctxrhfusiform,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_frontalpole.rh,nbackemnbctxrhftpole,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_entorhinal.rh,nbackemnbctxrhentorhinal,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_cuneus.rh,nbackemnbctxrhcuneus,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_caudalmiddlefrontal.rh,nbackemnbctxrhcaudalmft,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_caudalanteriorcingulate.rh,nbackemnbctxrhcaudalatcgt,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_bankssts.rh,nbackemnbctxrhbankssts,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_transversetemporal.lh,nbackemnbctxlhtransversetm,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_temporalpole.lh,nbackemnbctxlhtmpole,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_supramarginal.lh,nbackemnbctxlhsupramarginal,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_superiortemporal.lh,nbackemnbctxlhsuperiortm,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_superiorparietal.lh,nbackemnbctxlhsuperiorpl,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_superiorfrontal.lh,nbackemnbctxlhsuperiorft,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_rostralmiddlefrontal.lh,nbackemnbctxlhrostralmft,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_rostralanteriorcingulate.lh,nbackemnbctxlhrostralatcgt,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_precuneus.lh,nbackemnbctxlhprecuneus,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_precentral.lh,nbackemnbctxlhprecentral,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_posteriorcingulate.lh,nbackemnbctxlhposteriorcgt,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_postcentral.lh,nbackemnbctxlhpostcentral,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_pericalcarine.lh,nbackemnbctxlhpericc,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_parstriangularis.lh,nbackemnbctxlhparstlis,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_parsorbitalis.lh,nbackemnbctxlhparsoralis,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_parsopercularis.lh,nbackemnbctxlhparsops,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_parahippocampal.lh,nbackemnbctxlhparahpl,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_paracentral.lh,nbackemnbctxlhparacentral,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_middletemporal.lh,nbackemnbctxlhmtm,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_medialorbitofrontal.lh,nbackemnbctxlhmedialf,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_lingual.lh,nbackemnbctxlhlingual,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_lateraloccipital.lh,nbackemnbctxlhlateralocl,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_lateralorbitofrontal.lh,nbackemnbctxlhlateralf,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_isthmuscingulate.lh,nbackemnbctxlhisthmuscgt,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_inferiortemporal.lh,nbackemnbctxlhinferiortm,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_inferiorparietal.lh,nbackemnbctxlhinferiorpl,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_fusiform.lh,nbackemnbctxlhfusiform,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_frontalpole.lh,nbackemnbctxlhftpole,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_entorhinal.lh,nbackemnbctxlhentorhinal,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_cuneus.lh,nbackemnbctxlhcuneus,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_caudalmiddlefrontal.lh,nbackemnbctxlhcaudalmft,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_caudalanteriorcingulate.lh,nbackemnbctxlhcaudalatcgt,nback_bwroi01
tfmri_nback_all_emotion_beta_cort.desikan_bankssts.lh,nbackemnbctxlhbankssts,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_csf,nbackemnbcsf,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_brain.stem,nbackemnbbrainstem,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_4th.ventricle,nbackemnb4thvl,nback_bwroi01
tfmri_nback_all_emotion_beta_subcort.aseg_3rd.ventricle,nbackemnb3rdvl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_ventraldc.rh,nback2bvs0bbrightventraldc,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_thalamus.proper.rh,nback2bvs0bbrightthalamusp,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_putamen.rh,nback2bvs0bbrightputamen,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_pallidum.rh,nback2bvs0bbrightpallidum,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_lateral.ventricle.rh,nback2bvs0bbrightlateralvl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_inf.lat.vent.rh,nback2bvs0bbrightinflatvent,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_hippocampus.rh,nback2bvs0bbrighthpl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_cerebellum.white.matter.rh,nback2bvs0bbrightcmwm,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_cerebellum.cortex.rh,nback2bvs0bbrightcmcortex,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_cerebral.white.matter.rh,nback2bvs0bbrightcbwm,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_caudate.rh,nback2bvs0bbrightcaudate,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_amygdala.rh,nback2bvs0bbrightamygdala,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_accumbens.area.rh,nback2bvs0bbrightaa,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_ventraldc.lh,nback2bvs0bbleftventraldc,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_thalamus.proper.lh,nback2bvs0bbleftthalamusp,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_putamen.lh,nback2bvs0bbleftputamen,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_pallidum.lh,nback2bvs0bbleftpallidum,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_lateral.ventricle.lh,nback2bvs0bbleftlateralvl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_inf.lat.vent.lh,nback2bvs0bbleftinflatvent,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_hippocampus.lh,nback2bvs0bblefthpl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_cerebellum.white.matter.lh,nback2bvs0bbleftcmwm,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_cerebellum.cortex.lh,nback2bvs0bbleftcmcortex,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_cerebral.white.matter.lh,nback2bvs0bbleftcbwm,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_caudate.lh,nback2bvs0bbleftcaudate,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_amygdala.lh,nback2bvs0bbleftamygdala,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_accumbens.area.lh,nback2bvs0bbleftaa,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_transversetemporal.rh,nback2bvs0bbctxrhtransversetm,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_temporalpole.rh,nback2bvs0bbctxrhtmpole,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_supramarginal.rh,nback2bvs0bbctxrhsupramarginal,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_superiortemporal.rh,nback2bvs0bbctxrhsuperiortm,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_superiorparietal.rh,nback2bvs0bbctxrhsuperiorpl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_superiorfrontal.rh,nback2bvs0bbctxrhsuperiorft,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_rostralmiddlefrontal.rh,nback2bvs0bbctxrhrostralmft,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_rostralanteriorcingulate.rh,nback2bvs0bbctxrhrostralatcgt,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_precuneus.rh,nback2bvs0bbctxrhprecuneus,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_precentral.rh,nback2bvs0bbctxrhprecentral,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_posteriorcingulate.rh,nback2bvs0bbctxrhposteriorcgt,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_postcentral.rh,nback2bvs0bbctxrhpostcentral,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_pericalcarine.rh,nback2bvs0bbctxrhpericc,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_parstriangularis.rh,nback2bvs0bbctxrhparstlis,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_parsorbitalis.rh,nback2bvs0bbctxrhparsoralis,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_parsopercularis.rh,nback2bvs0bbctxrhparsops,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_parahippocampal.rh,nback2bvs0bbctxrhparahpl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_paracentral.rh,nback2bvs0bbctxrhparacentral,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_middletemporal.rh,nback2bvs0bbctxrhmtm,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_medialorbitofrontal.rh,nback2bvs0bbctxrhmedialf,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_lingual.rh,nback2bvs0bbctxrhlingual,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_lateraloccipital.rh,nback2bvs0bbctxrhlateralocl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_lateralorbitofrontal.rh,nback2bvs0bbctxrhlateralf,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_isthmuscingulate.rh,nback2bvs0bbctxrhisthmuscgt,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_inferiortemporal.rh,nback2bvs0bbctxrhinferiortm,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_inferiorparietal.rh,nback2bvs0bbctxrhinferiorpl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_fusiform.rh,nback2bvs0bbctxrhfusiform,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_frontalpole.rh,nback2bvs0bbctxrhftpole,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_entorhinal.rh,nback2bvs0bbctxrhentorhinal,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_cuneus.rh,nback2bvs0bbctxrhcuneus,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_caudalmiddlefrontal.rh,nback2bvs0bbctxrhcaudalmft,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_caudalanteriorcingulate.rh,nback2bvs0bbctxrhcaudalatcgt,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_bankssts.rh,nback2bvs0bbctxrhbankssts,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_transversetemporal.lh,nback2bvs0bbctxlhtransversetm,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_temporalpole.lh,nback2bvs0bbctxlhtmpole,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_supramarginal.lh,nback2bvs0bbctxlhsupramarginal,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_superiortemporal.lh,nback2bvs0bbctxlhsuperiortm,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_superiorparietal.lh,nback2bvs0bbctxlhsuperiorpl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_superiorfrontal.lh,nback2bvs0bbctxlhsuperiorft,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_rostralmiddlefrontal.lh,nback2bvs0bbctxlhrostralmft,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_rostralanteriorcingulate.lh,nback2bvs0bbctxlhrostralatcgt,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_precuneus.lh,nback2bvs0bbctxlhprecuneus,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_precentral.lh,nback2bvs0bbctxlhprecentral,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_posteriorcingulate.lh,nback2bvs0bbctxlhposteriorcgt,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_postcentral.lh,nback2bvs0bbctxlhpostcentral,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_pericalcarine.lh,nback2bvs0bbctxlhpericc,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_parstriangularis.lh,nback2bvs0bbctxlhparstlis,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_parsorbitalis.lh,nback2bvs0bbctxlhparsoralis,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_parsopercularis.lh,nback2bvs0bbctxlhparsops,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_parahippocampal.lh,nback2bvs0bbctxlhparahpl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_paracentral.lh,nback2bvs0bbctxlhparacentral,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_middletemporal.lh,nback2bvs0bbctxlhmtm,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_medialorbitofrontal.lh,nback2bvs0bbctxlhmedialf,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_lingual.lh,nback2bvs0bbctxlhlingual,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_lateraloccipital.lh,nback2bvs0bbctxlhlateralocl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_lateralorbitofrontal.lh,nback2bvs0bbctxlhlateralf,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_isthmuscingulate.lh,nback2bvs0bbctxlhisthmuscgt,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_inferiortemporal.lh,nback2bvs0bbctxlhinferiortm,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_inferiorparietal.lh,nback2bvs0bbctxlhinferiorpl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_fusiform.lh,nback2bvs0bbctxlhfusiform,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_frontalpole.lh,nback2bvs0bbctxlhftpole,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_entorhinal.lh,nback2bvs0bbctxlhentorhinal,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_cuneus.lh,nback2bvs0bbctxlhcuneus,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_caudalmiddlefrontal.lh,nback2bvs0bbctxlhcaudalmft,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_caudalanteriorcingulate.lh,nback2bvs0bbctxlhcaudalatcgt,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_bankssts.lh,nback2bvs0bbctxlhbankssts,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_csf,nback2bvs0bbcsf,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_brain.stem,nback2bvs0bbbrainstem,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_4th.ventricle,nback2bvs0bb4thvl,nback_bwroi01
tfmri_nback_all_2.back.vs.0.back_beta_subcort.aseg_3rd.ventricle,nback2bvs0bb3rdvl,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_ventraldc.rh,nback2bbrightventraldc,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_thalamus.proper.rh,nback2bbrightthalamusp,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_putamen.rh,nback2bbrightputamen,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_pallidum.rh,nback2bbrightpallidum,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_lateral.ventricle.rh,nback2bbrightlateralvl,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_inf.lat.vent.rh,nback2bbrightinflatvent,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_hippocampus.rh,nback2bbrighthpl,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_cerebellum.white.matter.rh,nback2bbrightcmwm,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_cerebellum.cortex.rh,nback2bbrightcmcortex,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_cerebral.white.matter.rh,nback2bbrightcbwm,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_caudate.rh,nback2bbrightcaudate,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_amygdala.rh,nback2bbrightamygdala,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_accumbens.area.rh,nback2bbrightaa,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_ventraldc.lh,nback2bbleftventraldc,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_thalamus.proper.lh,nback2bbleftthalamusp,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_putamen.lh,nback2bbleftputamen,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_pallidum.lh,nback2bbleftpallidum,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_lateral.ventricle.lh,nback2bbleftlateralvl,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_inf.lat.vent.lh,nback2bbleftinflatvent,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_hippocampus.lh,nback2bblefthpl,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_cerebellum.white.matter.lh,nback2bbleftcmwm,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_cerebellum.cortex.lh,nback2bbleftcmcortex,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_cerebral.white.matter.lh,nback2bbleftcbwm,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_caudate.lh,nback2bbleftcaudate,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_amygdala.lh,nback2bbleftamygdala,nback_bwroi01
tfmri_nback_all_2.back_beta_subcort.aseg_accumbens.area.lh,nback2bbleftaa,nback_bwroi01
tfmri_nback_all_2.back_beta_cort.desikan_transversetemporal.rh,nback2bbctxrhtransversetm,nback_bwroi01
tfmri_nback_all_2.back_beta_cort.desikan_temporalpole.rh,nback2bbctxrhtmpole,nback_bwroi01
tfmri_nback_all_2.back_beta_cort.desikan_supramarginal.rh,nback2bbctxrhsupramarginal,nback_bwroi01
tfmri_nback_all_2.back_beta_cort.desikan_superiortemporal.rh,nback2bbctxrhsuperiortm,nback_bwroi01
