abcd,nda,instrument
smri_t1w.white02_cort.desikan_isthmuscingulate.lh,t1w_ctx_lh_isthmuscing,freesvol01
smri_t1w.white02_cort.desikan_lateraloccipital.lh,t1w_ctx_lh_ltr_occipital,freesvol01
smri_t1w.white02_cort.desikan_lateralorbitofrontal.lh,t1w_ctx_lh_ltr_orbitofront,freesvol01
smri_t1w.white02_cort.desikan_lingual.lh,t1w_ctx_lh_lingual,freesvol01
smri_t1w.white02_cort.desikan_medialorbitofrontal.lh,t1w_ctx_lh_medialorbitofront,freesvol01
smri_t1w.white02_cort.desikan_middletemporal.lh,t1w_ctx_lh_middletemp,freesvol01
smri_t1w.white02_cort.desikan_parahippocampal.lh,t1w_ctx_lh_parahippocampal,freesvol01
smri_t1w.white02_cort.desikan_paracentral.lh,t1w_ctx_lh_paracentral,freesvol01
smri_t1w.white02_cort.desikan_parsopercularis.lh,t1w_ctx_lh_parsopercularis,freesvol01
smri_t1w.white02_cort.desikan_parsorbitalis.lh,t1w_ctx_lh_parsorbitalis,freesvol01
smri_t1w.white02_cort.desikan_parstriangularis.lh,t1w_ctx_lh_parstriangularis,freesvol01
smri_t1w.white02_cort.desikan_pericalcarine.lh,t1w_ctx_lh_pericalcarine,freesvol01
smri_t1w.white02_cort.desikan_postcentral.lh,t1w_ctx_lh_postcentral,freesvol01
smri_t1w.white02_cort.desikan_posteriorcingulate.lh,t1w_ctx_lh_posteriorcing,freesvol01
smri_t1w.white02_cort.desikan_precentral.lh,t1w_ctx_lh_precentral,freesvol01
smri_t1w.white02_cort.desikan_precuneus.lh,t1w_ctx_lh_precuneus,freesvol01
smri_t1w.white02_cort.desikan_rostralanteriorcingulate.lh,t1w_ctx_lh_rostral_atr_cing,freesvol01
smri_t1w.white02_cort.desikan_rostralmiddlefrontal.lh,t1w_ctx_lh_rostralmiddlefront,freesvol01
smri_t1w.white02_cort.desikan_superiorfrontal.lh,t1w_ctx_lh_superiorfront,freesvol01
smri_t1w.white02_cort.desikan_superiorparietal.lh,t1w_ctx_lh_superiorpariet,freesvol01
smri_t1w.white02_cort.desikan_superiortemporal.lh,t1w_ctx_lh_superiortemp,freesvol01
smri_t1w.white02_cort.desikan_supramarginal.lh,t1w_ctx_lh_supramarginal,freesvol01
smri_t1w.white02_cort.desikan_frontalpole.lh,t1w_ctx_lh_frontpole,freesvol01
smri_t1w.white02_cort.desikan_temporalpole.lh,t1w_ctx_lh_temppole,freesvol01
smri_t1w.white02_cort.desikan_transversetemporal.lh,t1w_ctx_lh_transversetemp,freesvol01
smri_t1w.white02_cort.desikan_bankssts.rh,t1w_ctx_rh_bankssts,freesvol01
smri_t1w.white02_cort.desikan_caudalanteriorcingulate.rh,t1w_ctx_rh_cdl_anteriorcing,freesvol01
smri_t1w.white02_cort.desikan_caudalmiddlefrontal.rh,t1w_ctx_rh_cdl_middlefront,freesvol01
smri_t1w.white02_cort.desikan_cuneus.rh,t1w_ctx_rh_cuneus,freesvol01
smri_t1w.white02_cort.desikan_entorhinal.rh,t1w_ctx_rh_entorhinal,freesvol01
smri_t1w.white02_cort.desikan_fusiform.rh,t1w_ctx_rh_fusiform,freesvol01
smri_t1w.white02_cort.desikan_inferiorparietal.rh,t1w_ctx_rh_inferiorpariet,freesvol01
smri_t1w.white02_cort.desikan_inferiortemporal.rh,t1w_ctx_rh_inferiortemp,freesvol01
smri_t1w.white02_cort.desikan_isthmuscingulate.rh,t1w_ctx_rh_isthmuscing,freesvol01
smri_t1w.white02_cort.desikan_lateraloccipital.rh,t1w_ctx_rh_ltr_occipital,freesvol01
smri_t1w.white02_cort.desikan_lateralorbitofrontal.rh,t1w_ctx_rh_ltr_orbitofront,freesvol01
smri_t1w.white02_cort.desikan_lingual.rh,t1w_ctx_rh_lingual,freesvol01
smri_t1w.white02_cort.desikan_medialorbitofrontal.rh,t1w_ctx_rh_medialorbitofront,freesvol01
smri_t1w.white02_cort.desikan_middletemporal.rh,t1w_ctx_rh_middletemp,freesvol01
smri_t1w.white02_cort.desikan_parahippocampal.rh,t1w_ctx_rh_parahippocampal,freesvol01
smri_t1w.white02_cort.desikan_paracentral.rh,t1w_ctx_rh_paracentral,freesvol01
smri_t1w.white02_cort.desikan_parsopercularis.rh,t1w_ctx_rh_parsopercularis,freesvol01
smri_t1w.white02_cort.desikan_parsorbitalis.rh,t1w_ctx_rh_parsorbitalis,freesvol01
smri_t1w.white02_cort.desikan_parstriangularis.rh,t1w_ctx_rh_parstriangularis,freesvol01
smri_t1w.white02_cort.desikan_pericalcarine.rh,t1w_ctx_rh_pericalcarine,freesvol01
smri_t1w.white02_cort.desikan_postcentral.rh,t1w_ctx_rh_postcentral,freesvol01
smri_t1w.white02_cort.desikan_posteriorcingulate.rh,t1w_ctx_rh_posteriorcing,freesvol01
smri_t1w.white02_cort.desikan_precentral.rh,t1w_ctx_rh_precentral,freesvol01
smri_t1w.white02_cort.desikan_precuneus.rh,t1w_ctx_rh_precuneus,freesvol01
smri_t1w.white02_cort.desikan_rostralanteriorcingulate.rh,t1w_ctx_rh_rostral_atr_cing,freesvol01
smri_t1w.white02_cort.desikan_rostralmiddlefrontal.rh,t1w_ctx_rh_rostralmiddlefront,freesvol01
smri_t1w.white02_cort.desikan_superiorfrontal.rh,t1w_ctx_rh_superiorfront,freesvol01
smri_t1w.white02_cort.desikan_superiorparietal.rh,t1w_ctx_rh_superiorpariet,freesvol01
smri_t1w.white02_cort.desikan_superiortemporal.rh,t1w_ctx_rh_superiortemp,freesvol01
smri_t1w.white02_cort.desikan_supramarginal.rh,t1w_ctx_rh_supramarginal,freesvol01
smri_t1w.white02_cort.desikan_frontalpole.rh,t1w_ctx_rh_frontpole,freesvol01
smri_t1w.white02_cort.desikan_temporalpole.rh,t1w_ctx_rh_temppole,freesvol01
smri_t1w.white02_cort.desikan_transversetemporal.rh,t1w_ctx_rh_transversetemp,freesvol01
smri_t1w.white02_cort.fuzzy2_frontal.lh,t1w_ctx_lh_f2_front,freesvol01
smri_t1w.white02_cort.fuzzy2_posterior.lh,t1w_ctx_lh_f2_posterior,freesvol01
smri_t1w.white02_cort.fuzzy4_frontal.lh,t1w_ctx_lh_f4_front,freesvol01
smri_t1w.white02_cort.fuzzy4_occipital.lh,t1w_ctx_lh_f4_occipital,freesvol01
smri_t1w.white02_cort.fuzzy4_temporal.lh,t1w_ctx_lh_f4_temp,freesvol01
smri_t1w.white02_cort.fuzzy4_parietal.lh,t1w_ctx_lh_f4_pariet,freesvol01
smri_t1w.white02_cort.fuzzy12_central.lh,t1w_ctx_lh_f12_central,freesvol01
smri_t1w.white02_cort.fuzzy12_occipital.lh,t1w_ctx_lh_f12_occipital,freesvol01
smri_t1w.white02_cort.fuzzy12_posterolateraltemporal.lh,t1w_ctx_lh_f12_poster_ltr_temp,freesvol01
smri_t1w.white02_cort.fuzzy12_superiorparietal.lh,t1w_ctx_lh_f12_superiorpariet,freesvol01
smri_t1w.white02_cort.fuzzy12_orbitofrontal.lh,t1w_ctx_lh_f12_orbitofront,freesvol01
smri_t1w.white02_cort.fuzzy12_superiortemporal.lh,t1w_ctx_lh_f12_superiortemp,freesvol01
smri_t1w.white02_cort.fuzzy12_inferiorparietal.lh,t1w_ctx_lh_f12_inferiorpariet,freesvol01
smri_t1w.white02_cort.fuzzy12_dorsomedialfrontal.lh,t1w_ctx_lh_f12_dorsomedial_ft,freesvol01
smri_t1w.white02_cort.fuzzy12_anteromedialtemporal.lh,t1w_ctx_lh_f12_atr_medialtemp,freesvol01
smri_t1w.white02_cort.fuzzy12_precuneus.lh,t1w_ctx_lh_f12_precuneus,freesvol01
smri_t1w.white02_cort.fuzzy12_dorsolateralprefrontal.lh,t1w_ctx_lh_f12_dorltr_pre_ft,freesvol01
smri_t1w.white02_cort.fuzzy12_parsopercularis.lh,t1w_ctx_lh_f12_parpercul,freesvol01
smri_t1w.white02_cort.fuzzy2_frontal.rh,t1w_ctx_rh_f2_front,freesvol01
smri_t1w.white02_cort.fuzzy2_posterior.rh,t1w_ctx_rh_f2_posterior,freesvol01
smri_t1w.white02_cort.fuzzy4_frontal.rh,t1w_ctx_rh_f4_front,freesvol01
smri_t1w.white02_cort.fuzzy4_occipital.rh,t1w_ctx_rh_f4_occipital,freesvol01
smri_t1w.white02_cort.fuzzy4_temporal.rh,t1w_ctx_rh_f4_temp,freesvol01
smri_t1w.white02_cort.fuzzy4_parietal.rh,t1w_ctx_rh_f4_pariet,freesvol01
smri_t1w.white02_cort.fuzzy12_central.rh,t1w_ctx_rh_f12_central,freesvol01
smri_t1w.white02_cort.fuzzy12_occipital.rh,t1w_ctx_rh_f12_occipital,freesvol01
smri_t1w.white02_cort.fuzzy12_posterolateraltemporal.rh,t1w_ctx_rh_f12_poster_ltr_temp,freesvol01
smri_t1w.white02_cort.fuzzy12_superiorparietal.rh,t1w_ctx_rh_f12_superiorpariet,freesvol01
smri_t1w.white02_cort.fuzzy12_orbitofrontal.rh,t1w_ctx_rh_f12_orbitofront,freesvol01
smri_t1w.white02_cort.fuzzy12_superiortemporal.rh,t1w_ctx_rh_f12_superiortemp,freesvol01
smri_t1w.white02_cort.fuzzy12_inferiorparietal.rh,t1w_ctx_rh_f12_inferiorpariet,freesvol01
smri_t1w.white02_cort.fuzzy12_dorsomedialfrontal.rh,t1w_ctx_rh_f12_dorsomedial_ft,freesvol01
smri_t1w.white02_cort.fuzzy12_anteromedialtemporal.rh,t1w_ctx_rh_f12_atr_medialtemp,freesvol01
smri_t1w.white02_cort.fuzzy12_precuneus.rh,t1w_ctx_rh_f12_precuneus,freesvol01
smri_t1w.white02_cort.fuzzy12_dorsolateralprefrontal.rh,t1w_ctx_rh_f12_dorltr_pre_ft,freesvol01
smri_t1w.white02_cort.fuzzy12_parsopercularis.rh,t1w_ctx_rh_f12_parpercular,freesvol01
smri_t1w.white02_cort.desikan_mean.lh,t1w_ctx_lh_mean,freesvol01
smri_t1w.white02_cort.desikan_mean.rh,t1w_ctx_rh_mean,freesvol01
smri_t1w.white02_cort.desikan_mean,t1w_ctx_mean,freesvol01
smri_t1w.gray02_cort.desikan_bankssts.lh,t1g_ctx_lh_bankssts,freesvol01
smri_t1w.gray02_cort.desikan_caudalanteriorcingulate.lh,t1g_ctx_lh_cdl_anteriorcing,freesvol01
smri_t1w.gray02_cort.desikan_caudalmiddlefrontal.lh,t1g_ctx_lh_cdl_middlefront,freesvol01
smri_t1w.gray02_cort.desikan_cuneus.lh,t1g_ctx_lh_cuneus,freesvol01
smri_t1w.gray02_cort.desikan_entorhinal.lh,t1g_ctx_lh_entorhinal,freesvol01
smri_t1w.gray02_cort.desikan_fusiform.lh,t1g_ctx_lh_fusiform,freesvol01
smri_t1w.gray02_cort.desikan_inferiorparietal.lh,t1g_ctx_lh_inferiorpariet,freesvol01
smri_t1w.gray02_cort.desikan_inferiortemporal.lh,t1g_ctx_lh_inferiortemp,freesvol01
smri_t1w.gray02_cort.desikan_isthmuscingulate.lh,t1g_ctx_lh_isthmuscing,freesvol01
smri_t1w.gray02_cort.desikan_lateraloccipital.lh,t1g_ctx_lh_ltr_occipital,freesvol01
smri_t1w.gray02_cort.desikan_lateralorbitofrontal.lh,t1g_ctx_lh_ltr_orbitofront,freesvol01
smri_t1w.gray02_cort.desikan_lingual.lh,t1g_ctx_lh_lingual,freesvol01
smri_t1w.gray02_cort.desikan_medialorbitofrontal.lh,t1g_ctx_lh_medialorbitofront,freesvol01
smri_t1w.gray02_cort.desikan_middletemporal.lh,t1g_ctx_lh_middletemp,freesvol01
smri_t1w.gray02_cort.desikan_parahippocampal.lh,t1g_ctx_lh_parahippocampal,freesvol01
smri_t1w.gray02_cort.desikan_paracentral.lh,t1g_ctx_lh_paracentral,freesvol01
smri_t1w.gray02_cort.desikan_parsopercularis.lh,t1g_ctx_lh_parsopercularis,freesvol01
smri_t1w.gray02_cort.desikan_parsorbitalis.lh,t1g_ctx_lh_parsorbitalis,freesvol01
smri_t1w.gray02_cort.desikan_parstriangularis.lh,t1g_ctx_lh_parstriangularis,freesvol01
smri_t1w.gray02_cort.desikan_pericalcarine.lh,t1g_ctx_lh_pericalcarine,freesvol01
smri_t1w.gray02_cort.desikan_postcentral.lh,t1g_ctx_lh_postcentral,freesvol01
smri_t1w.gray02_cort.desikan_posteriorcingulate.lh,t1g_ctx_lh_posteriorcing,freesvol01
smri_t1w.gray02_cort.desikan_precentral.lh,t1g_ctx_lh_precentral,freesvol01
smri_t1w.gray02_cort.desikan_precuneus.lh,t1g_ctx_lh_precuneus,freesvol01
smri_t1w.gray02_cort.desikan_rostralanteriorcingulate.lh,t1g_ctx_lh_rostral_atr_cing,freesvol01
smri_t1w.gray02_cort.desikan_rostralmiddlefrontal.lh,t1g_ctx_lh_rostralmiddlefront,freesvol01
smri_t1w.gray02_cort.desikan_superiorfrontal.lh,t1g_ctx_lh_superiorfront,freesvol01
smri_t1w.gray02_cort.desikan_superiorparietal.lh,t1g_ctx_lh_superiorpariet,freesvol01
smri_t1w.gray02_cort.desikan_superiortemporal.lh,t1g_ctx_lh_superiortemp,freesvol01
smri_t1w.gray02_cort.desikan_supramarginal.lh,t1g_ctx_lh_supramarginal,freesvol01
smri_t1w.gray02_cort.desikan_frontalpole.lh,t1g_ctx_lh_frontpole,freesvol01
smri_t1w.gray02_cort.desikan_temporalpole.lh,t1g_ctx_lh_temppole,freesvol01
smri_t1w.gray02_cort.desikan_transversetemporal.lh,t1g_ctx_lh_transversetemp,freesvol01
smri_t1w.gray02_cort.desikan_bankssts.rh,t1g_ctx_rh_bankssts,freesvol01
smri_t1w.gray02_cort.desikan_caudalanteriorcingulate.rh,t1g_ctx_rh_cdl_anteriorcing,freesvol01
smri_t1w.gray02_cort.desikan_caudalmiddlefrontal.rh,t1g_ctx_rh_cdl_middlefront,freesvol01
smri_t1w.gray02_cort.desikan_cuneus.rh,t1g_ctx_rh_cuneus,freesvol01
smri_t1w.gray02_cort.desikan_entorhinal.rh,t1g_ctx_rh_entorhinal,freesvol01
smri_t1w.gray02_cort.desikan_fusiform.rh,t1g_ctx_rh_fusiform,freesvol01
smri_t1w.gray02_cort.desikan_inferiorparietal.rh,t1g_ctx_rh_inferiorpariet,freesvol01
smri_t1w.gray02_cort.desikan_inferiortemporal.rh,t1g_ctx_rh_inferiortemp,freesvol01
smri_t1w.gray02_cort.desikan_isthmuscingulate.rh,t1g_ctx_rh_isthmuscing,freesvol01
smri_t1w.gray02_cort.desikan_lateraloccipital.rh,t1g_ctx_rh_ltr_occipital,freesvol01
smri_t1w.gray02_cort.desikan_lateralorbitofrontal.rh,t1g_ctx_rh_ltr_orbitofront,freesvol01
smri_t1w.gray02_cort.desikan_lingual.rh,t1g_ctx_rh_lingual,freesvol01
smri_t1w.gray02_cort.desikan_medialorbitofrontal.rh,t1g_ctx_rh_medialorbitofront,freesvol01
smri_t1w.gray02_cort.desikan_middletemporal.rh,t1g_ctx_rh_middletemp,freesvol01
smri_t1w.gray02_cort.desikan_parahippocampal.rh,t1g_ctx_rh_parahippocampal,freesvol01
smri_t1w.gray02_cort.desikan_paracentral.rh,t1g_ctx_rh_paracentral,freesvol01
smri_t1w.gray02_cort.desikan_parsopercularis.rh,t1g_ctx_rh_parsopercularis,freesvol01
smri_t1w.gray02_cort.desikan_parsorbitalis.rh,t1g_ctx_rh_parsorbitalis,freesvol01
smri_t1w.gray02_cort.desikan_parstriangularis.rh,t1g_ctx_rh_parstriangularis,freesvol01
smri_t1w.gray02_cort.desikan_pericalcarine.rh,t1g_ctx_rh_pericalcarine,freesvol01
smri_t1w.gray02_cort.desikan_postcentral.rh,t1g_ctx_rh_postcentral,freesvol01
smri_t1w.gray02_cort.desikan_posteriorcingulate.rh,t1g_ctx_rh_posteriorcing,freesvol01
smri_t1w.gray02_cort.desikan_precentral.rh,t1g_ctx_rh_precentral,freesvol01
smri_t1w.gray02_cort.desikan_precuneus.rh,t1g_ctx_rh_precuneus,freesvol01
smri_t1w.gray02_cort.desikan_rostralanteriorcingulate.rh,t1g_ctx_rh_rostral_atr_cing,freesvol01
smri_t1w.gray02_cort.desikan_rostralmiddlefrontal.rh,t1g_ctx_rh_rostralmiddlefront,freesvol01
smri_t1w.gray02_cort.desikan_superiorfrontal.rh,t1g_ctx_rh_superiorfront,freesvol01
smri_t1w.gray02_cort.desikan_superiorparietal.rh,t1g_ctx_rh_superiorpariet,freesvol01
smri_t1w.gray02_cort.desikan_superiortemporal.rh,t1g_ctx_rh_superiortemp,freesvol01
smri_t1w.gray02_cort.desikan_supramarginal.rh,t1g_ctx_rh_supramarginal,freesvol01
smri_t1w.gray02_cort.desikan_frontalpole.rh,t1g_ctx_rh_frontpole,freesvol01
smri_t1w.gray02_cort.desikan_temporalpole.rh,t1g_ctx_rh_temppole,freesvol01
smri_t1w.gray02_cort.desikan_transversetemporal.rh,t1g_ctx_rh_transversetemp,freesvol01
smri_t1w.gray02_cort.fuzzy2_frontal.lh,t1g_ctx_lh_f2_front,freesvol01
smri_t1w.gray02_cort.fuzzy2_posterior.lh,t1g_ctx_lh_f2_posterior,freesvol01
smri_t1w.gray02_cort.fuzzy4_frontal.lh,t1g_ctx_lh_f4_front,freesvol01
smri_t1w.gray02_cort.fuzzy4_occipital.lh,t1g_ctx_lh_f4_occipital,freesvol01
smri_t1w.gray02_cort.fuzzy4_temporal.lh,t1g_ctx_lh_f4_temp,freesvol01
smri_t1w.gray02_cort.fuzzy4_parietal.lh,t1g_ctx_lh_f4_pariet,freesvol01
smri_t1w.gray02_cort.fuzzy12_central.lh,t1g_ctx_lh_f12_central,freesvol01
smri_t1w.gray02_cort.fuzzy12_occipital.lh,t1g_ctx_lh_f12_occipital,freesvol01
smri_t1w.gray02_cort.fuzzy12_posterolateraltemporal.lh,t1g_ctx_lh_f12_poster_ltr_temp,freesvol01
smri_t1w.gray02_cort.fuzzy12_superiorparietal.lh,t1g_ctx_lh_f12_superiorpariet,freesvol01
smri_t1w.gray02_cort.fuzzy12_orbitofrontal.lh,t1g_ctx_lh_f12_orbitofront,freesvol01
smri_t1w.gray02_cort.fuzzy12_superiortemporal.lh,t1g_ctx_lh_f12_superiortemp,freesvol01
smri_t1w.gray02_cort.fuzzy12_inferiorparietal.lh,t1g_ctx_lh_f12_inferiorpariet,freesvol01
smri_t1w.gray02_cort.fuzzy12_dorsomedialfrontal.lh,t1g_ctx_lh_f12_dorsomedial_ft,freesvol01
smri_t1w.gray02_cort.fuzzy12_anteromedialtemporal.lh,t1g_ctx_lh_f12_atr_medialtemp,freesvol01
smri_t1w.gray02_cort.fuzzy12_precuneus.lh,t1g_ctx_lh_f12_precuneus,freesvol01
smri_t1w.gray02_cort.fuzzy12_dorsolateralprefrontal.lh,t1g_ctx_lh_f12_dorltr_pre_ft,freesvol01
smri_t1w.gray02_cort.fuzzy12_parsopercularis.lh,t1g_ctx_lh_f12_parpercular,freesvol01
smri_t1w.gray02_cort.fuzzy2_frontal.rh,t1g_ctx_rh_f2_front,freesvol01
smri_t1w.gray02_cort.fuzzy2_posterior.rh,t1g_ctx_rh_f2_posterior,freesvol01
smri_t1w.gray02_cort.fuzzy4_frontal.rh,t1g_ctx_rh_f4_front,freesvol01
smri_t1w.gray02_cort.fuzzy4_occipital.rh,t1g_ctx_rh_f4_occipital,freesvol01
smri_t1w.gray02_cort.fuzzy4_temporal.rh,t1g_ctx_rh_f4_temp,freesvol01
smri_t1w.gray02_cort.fuzzy4_parietal.rh,t1g_ctx_rh_f4_pariet,freesvol01
smri_t1w.gray02_cort.fuzzy12_central.rh,t1g_ctx_rh_f12_central,freesvol01
smri_t1w.gray02_cort.fuzzy12_occipital.rh,t1g_ctx_rh_f12_occipital,freesvol01
smri_t1w.gray02_cort.fuzzy12_posterolateraltemporal.rh,t1g_ctx_rh_f12_poster_ltr_temp,freesvol01
smri_t1w.gray02_cort.fuzzy12_superiorparietal.rh,t1g_ctx_rh_f12_superiorpariet,freesvol01
smri_t1w.gray02_cort.fuzzy12_orbitofrontal.rh,t1g_ctx_rh_f12_orbitofront,freesvol01
smri_t1w.gray02_cort.fuzzy12_superiortemporal.rh,t1g_ctx_rh_f12_superiortemp,freesvol01
smri_t1w.gray02_cort.fuzzy12_inferiorparietal.rh,t1g_ctx_rh_f12_inferiorpariet,freesvol01
smri_t1w.gray02_cort.fuzzy12_dorsomedialfrontal.rh,t1g_ctx_rh_f12_dorsomedial_ft,freesvol01
smri_t1w.gray02_cort.fuzzy12_anteromedialtemporal.rh,t1g_ctx_rh_f12_atr_medialtemp,freesvol01
smri_t1w.gray02_cort.fuzzy12_precuneus.rh,t1g_ctx_rh_f12_precuneus,freesvol01
smri_t1w.gray02_cort.fuzzy12_dorsolateralprefrontal.rh,t1g_ctx_rh_f12_dorltr_pre_ft,freesvol01
smri_t1w.gray02_cort.fuzzy12_parsopercularis.rh,t1g_ctx_rh_f12_parpercul,freesvol01
smri_t1w.gray02_cort.desikan_mean.lh,t1g_ctx_lh_mean,freesvol01
smri_t1w.gray02_cort.desikan_mean.rh,t1g_ctx_rh_mean,freesvol01
smri_t1w.gray02_cort.desikan_mean,t1g_ctx_mean,freesvol01
smri_t1w.contrast_cort.desikan_bankssts.lh,cc_lh_bankssts,freesvol01
smri_t1w.contrast_cort.desikan_caudalanteriorcingulate.lh,cc_lh_caudalanteriorcing,freesvol01
smri_t1w.contrast_cort.desikan_caudalmiddlefrontal.lh,cc_lh_caudalmiddlefront,freesvol01
smri_t1w.contrast_cort.desikan_cuneus.lh,cc_lh_cuneus,freesvol01
smri_t1w.contrast_cort.desikan_entorhinal.lh,cc_lh_entorhinal,freesvol01
smri_t1w.contrast_cort.desikan_fusiform.lh,cc_lh_fusiform,freesvol01
smri_t1w.contrast_cort.desikan_inferiorparietal.lh,cc_lh_inferiorpariet,freesvol01
smri_t1w.contrast_cort.desikan_inferiortemporal.lh,cc_lh_inferiortemp,freesvol01
smri_t1w.contrast_cort.desikan_isthmuscingulate.lh,cc_lh_isthmuscing,freesvol01
smri_t1w.contrast_cort.desikan_lateraloccipital.lh,cc_lh_ltr_occipital,freesvol01
smri_t1w.contrast_cort.desikan_lateralorbitofrontal.lh,cc_lh_ltr_orbitofront,freesvol01
smri_t1w.contrast_cort.desikan_lingual.lh,cc_lh_lingual,freesvol01
smri_t1w.contrast_cort.desikan_medialorbitofrontal.lh,cc_lh_medialorbitofront,freesvol01
smri_t1w.contrast_cort.desikan_middletemporal.lh,cc_lh_middletemp,freesvol01
smri_t1w.contrast_cort.desikan_parahippocampal.lh,cc_lh_parahippocampal,freesvol01
smri_t1w.contrast_cort.desikan_paracentral.lh,cc_lh_paracentral,freesvol01
smri_t1w.contrast_cort.desikan_parsopercularis.lh,cc_lh_parsopercularis,freesvol01
smri_t1w.contrast_cort.desikan_parsorbitalis.lh,cc_lh_parsorbitalis,freesvol01
smri_t1w.contrast_cort.desikan_parstriangularis.lh,cc_lh_parstriangularis,freesvol01
smri_t1w.contrast_cort.desikan_pericalcarine.lh,cc_lh_pericalcarine,freesvol01
smri_t1w.contrast_cort.desikan_postcentral.lh,cc_lh_postcentral,freesvol01
smri_t1w.contrast_cort.desikan_posteriorcingulate.lh,cc_lh_posteriorcing,freesvol01
smri_t1w.contrast_cort.desikan_precentral.lh,cc_lh_precentral,freesvol01
smri_t1w.contrast_cort.desikan_precuneus.lh,cc_lh_precuneus,freesvol01
smri_t1w.contrast_cort.desikan_rostralanteriorcingulate.lh,cc_lh_rostralanteriorcing,freesvol01
smri_t1w.contrast_cort.desikan_rostralmiddlefrontal.lh,cc_lh_rostralmiddlefront,freesvol01
smri_t1w.contrast_cort.desikan_superiorfrontal.lh,cc_lh_superiorfront,freesvol01
smri_t1w.contrast_cort.desikan_superiorparietal.lh,cc_lh_superiorpariet,freesvol01
smri_t1w.contrast_cort.desikan_superiortemporal.lh,cc_lh_superiortemp,freesvol01
smri_t1w.contrast_cort.desikan_supramarginal.lh,cc_lh_supramarginal,freesvol01
smri_t1w.contrast_cort.desikan_frontalpole.lh,cc_lh_frontpole,freesvol01
smri_t1w.contrast_cort.desikan_temporalpole.lh,cc_lh_temppole,freesvol01
smri_t1w.contrast_cort.desikan_transversetemporal.lh,cc_lh_transversetemp,freesvol01
smri_t1w.contrast_cort.desikan_bankssts.rh,cc_rh_bankssts,freesvol01
smri_t1w.contrast_cort.desikan_caudalanteriorcingulate.rh,cc_rh_caudalanteriorcing,freesvol01
smri_t1w.contrast_cort.desikan_caudalmiddlefrontal.rh,cc_rh_caudalmiddlefront,freesvol01
smri_t1w.contrast_cort.desikan_cuneus.rh,cc_rh_cuneus,freesvol01
smri_t1w.contrast_cort.desikan_entorhinal.rh,cc_rh_entorhinal,freesvol01
smri_t1w.contrast_cort.desikan_fusiform.rh,cc_rh_fusiform,freesvol01
smri_t1w.contrast_cort.desikan_inferiorparietal.rh,cc_rh_inferiorpariet,freesvol01
smri_t1w.contrast_cort.desikan_inferiortemporal.rh,cc_rh_inferiortemp,freesvol01
smri_t1w.contrast_cort.desikan_isthmuscingulate.rh,cc_rh_isthmuscing,freesvol01
smri_t1w.contrast_cort.desikan_lateraloccipital.rh,cc_rh_ltr_occipital,freesvol01
smri_t1w.contrast_cort.desikan_lateralorbitofrontal.rh,cc_rh_ltr_orbitofront,freesvol01
smri_t1w.contrast_cort.desikan_lingual.rh,cc_rh_lingual,freesvol01
smri_t1w.contrast_cort.desikan_medialorbitofrontal.rh,cc_rh_medialorbitofront,freesvol01
smri_t1w.contrast_cort.desikan_middletemporal.rh,cc_rh_middletemp,freesvol01
smri_t1w.contrast_cort.desikan_parahippocampal.rh,cc_rh_parahippocampal,freesvol01
smri_t1w.contrast_cort.desikan_paracentral.rh,cc_rh_paracentral,freesvol01
smri_t1w.contrast_cort.desikan_parsopercularis.rh,cc_rh_parsopercularis,freesvol01
smri_t1w.contrast_cort.desikan_parsorbitalis.rh,cc_rh_parsorbitalis,freesvol01
smri_t1w.contrast_cort.desikan_parstriangularis.rh,cc_rh_parstriangularis,freesvol01
smri_t1w.contrast_cort.desikan_pericalcarine.rh,cc_rh_pericalcarine,freesvol01
smri_t1w.contrast_cort.desikan_postcentral.rh,cc_rh_postcentral,freesvol01
smri_t1w.contrast_cort.desikan_posteriorcingulate.rh,cc_rh_posteriorcing,freesvol01
smri_t1w.contrast_cort.desikan_precentral.rh,cc_rh_precentral,freesvol01
smri_t1w.contrast_cort.desikan_precuneus.rh,cc_rh_precuneus,freesvol01
smri_t1w.contrast_cort.desikan_rostralanteriorcingulate.rh,cc_rh_rostralanteriorcing,freesvol01
smri_t1w.contrast_cort.desikan_rostralmiddlefrontal.rh,cc_rh_rostralmiddlefront,freesvol01
smri_t1w.contrast_cort.desikan_superiorfrontal.rh,cc_rh_superiorfront,freesvol01
smri_t1w.contrast_cort.desikan_superiorparietal.rh,cc_rh_superiorpariet,freesvol01
smri_t1w.contrast_cort.desikan_superiortemporal.rh,cc_rh_superiortemp,freesvol01
smri_t1w.contrast_cort.desikan_supramarginal.rh,cc_rh_supramarginal,freesvol01
smri_t1w.contrast_cort.desikan_frontalpole.rh,cc_rh_frontpole,freesvol01
smri_t1w.contrast_cort.desikan_temporalpole.rh,cc_rh_temppole,freesvol01
smri_t1w.contrast_cort.desikan_transversetemporal.rh,cc_rh_transversetemp,freesvol01
smri_t1w.contrast_cort.fuzzy2_frontal.lh,cc_lh_f2_front,freesvol01
smri_t1w.contrast_cort.fuzzy2_posterior.lh,cc_lh_f2_posterior,freesvol01
smri_t1w.contrast_cort.fuzzy4_frontal.lh,cc_lh_f4_front,freesvol01
smri_t1w.contrast_cort.fuzzy4_occipital.lh,cc_lh_f4_occipital,freesvol01
smri_t1w.contrast_cort.fuzzy4_temporal.lh,cc_lh_f4_temp,freesvol01
